ID	n_p
4ZU2_A	3
3CQK_A	2
4BJY_A	6
1PU0_A	60
5W08_B	56
3G4E_A	3
4PDY_A	0
2ZKE_A	14
3IPI_A	1
2OG4_A	1
3UCP_A	3
3BGE_A	1
4Z7A_A	1
3PL5_A	0
5COL_B	0
2GPW_D	37
4QT7_A	61
5EV6_B	62
2WEI_A	263
4ZNR_A	3
4PSK_A	58
4ICS_A	4
2AEO_A	58
5NCX_A	8
2HTM_A	0
2HPW_A	0
5HCV_A	111
3IO2_A	2
1AK0_A	0
3Q3N_A	34
4QQW_A	4
3Q77_A	7
3ZE5_B	15
2VW2_A	21
1PWP_A	21
3ZQ4_A	5
5UN9_A	13
4ZZC_A	79
1CE6_A	568
3EGH_A	43
3UAM_D	2
4Z3Z_A	4
2AW9_A	69
5VYQ_A	5
3PZF_A	4
1K50_A	7
4J15_A	4
3UEB_E	0
5KNY_B	25
3TZF_B	38
4EGH_A	205
2RL2_A	34
4YDJ_I	120
3SOP_A	5
4XB8_A	9
3ACC_A	2
5VRQ_A	0
3ARP_A	21
2WZK_A	2
3MQT_A	5
5H45_B	0
6F76_E	186
3LKI_A	9
5F7H_A	7
1FA0_B	4
3R4U_A	16
3SAN_A	44
2X1Q_A	748
3FBB_A	28
3CL9_A	168
2BV8_B	27
1A40_A	7
5EEC_A	66
1FNP_M	37
1QHZ_A	20
1G4H_A	44
3GQI_A	604
2AJ3_B	1211
4NMB_A	54
5ICX_B	1290
3ANW_A	0
4LJX_A	0
3ZDU_A	415
3N13_A	7
3JQO_n	0
5EFT_B	1
4O5V_A	1
2C41_C	0
3GH9_A	1
5J0L_A	1
2IMK_A	12
3UY9_A	263
4U3C_A	9
3ULR_A	338
2HYI_C	43
3L56_B	5
3FFK_B	87
1X81_B	37
1TU1_A	0
3VYX_A	0
1T06_A	0
1P8X_A	6
1G9Q_A	2
1KP5_A	270
2WCO_A	6
5H8Y_A	2
1H1N_A	6
3LV2_A	26
5BOP_B	0
4GVR_A	3
3D2S_B	1
3I94_A	12
1SOW_B	19
3HK8_A	8
3HK6_B	157
2B7N_A	1
3E59_D	0
2P0D_A	2
1CJ4_A	14
5DL6_A	1
5FBM_A	12
5TIR_A	68
2P9V_A	81
2HWP_A	200
4PG3_A	12
3H1L_A	11
3GH4_A	196
1FT0_A	7
2WWM_D	6
4QIE_H	25
2IJD_1	68
1NPP_A	2
5V5W_A	2
3UH2_B	86
4K1R_A	15
5F81_A	338
2BE2_A	195
3GNP_A	85
4E9O_X	4
2OX9_B	1
6F2R_Q	0
5DD5_H	1199
3Q4C_A	91
2DCF_A	17
3KY8_A	5
1LJ7_A	3
5HLM_C	32
2FMU_A	0
2CKD_A	2
5G1Y_A	19
4LD3_A	1
2IBG_A	2
3IPQ_A	25
4U77_A	2
4Y3J_A	411
1NRI_A	3
3JX3_B	130
4XPE_A	16
3PJC_A	560
3N57_A	36
2WVI_A	1
4KH9_A	0
4NLI_A	50
3ERZ_A	79
3TTG_A	0
5HCJ_A	79
5CVK_A	29
3M0E_A	17
2W4P_A	6
2QRJ_A	5
6F6K_A	19
3DSK_A	5
2QDC_A	129
2NPT_A	1
2CZ4_A	0
1A26_A	58
2WYV_B	88
4N6U_A	10
4QGA_B	25
1I1L_A	4
3UIV_A	67
5WYH_D	3
2VVA_X	399
3TPA_A	2
2HKA_A	1
5C4G_E	9
3BXO_A	7
3IUZ_A	0
4U1A_C	3
5M0E_A	44
2E27_H	294
5CHO_A	5
5MED_A	9
4FT9_A	172
4CQV_A	137
4K5Z_A	23
4EQA_C	2
5BQS_A	27
5UEN_A	104
5FV3_A	64
3G5S_A	2
3KF3_A	4
2DCY_A	27
3CJP_A	0
2BKA_A	1
5LHQ_A	169
3BZR_A	11
2W7P_A	18
2OIV_A	3
2D7I_A	1
5WHT_A	1
1Z6E_A	100
3UM1_A	3
3FAT_C	202
6B3S_C	1314
2JDM_A	29
4N34_C	20
3TOQ_A	1
3OL5_A	69
1VL6_A	5
2WW6_A	18
3GBB_B	216
5TQ8_A	133
4AFC_A	12
5M79_A	115
2BT1_A	5
3K7Z_A	52
4EBQ_H	1296
1JHH_A	6
1VGO_B	82
4DZ1_A	1
4LQI_A	32
5J8N_A	17
5CWQ_A	0
4TR1_A	3
5JBV_A	118
2PM7_A	3
4R0X_A	38
5P1C_A	411
2B77_A	174
4XBQ_A	9
4HIJ_B	1415
4CVB_A	2
5AME_A	41
4EXW_A	2
6BT1_A	1
3D1B_A	1
3L7O_A	5
1GPQ_B	1
5FVB_M	34
1E9A_A	15
3CY4_B	8
1EIY_B	10
1QLU_A	14
4UOQ_B	4
3SS0_A	270
3IIO_B	21
4NT6_A	512
4ZS4_B	10
2PDI_A	170
2PI6_A	32
2ZIT_A	16
4K59_A	2
4LQQ_A	13
6BQA_A	25
5NMI_A	11
4KPL_A	34
4YUU_B2	16
1GC8_A	37
1YC1_A	205
4FF5_A	0
1ZJB_A	40
3U4W_A	253
2BUO_A	68
5F34_A	4
5NPS_A	20
1M4Y_A	4
5E3X_A	3
5WWW_A	2
3EZ7_A	3
2WAY_C	8
2FJM_A	127
3EOC_A	238
4JWM_A	137
2XTQ_A	4
3UG7_A	33
2BGH_A	0
5VDB_A	9
5N5W_A	122
2THF_B	221
4ZUL_A	5
4V2K_A	9
1RJ7_E	1
3LLM_A	10
4RRU_A	6
5VKA_A	13
1MG2_A	13
4FDQ_A	16
1W3U_A	9
2GRP_A	20
5IKD_A	11
6BME_A	0
1ZG6_A	103
3AXC_A	118
3P7N_A	2
2FZF_A	1
5H6G_B	1
3D5G_B	5
4XCV_A	9
3ARK_A	2
1AN2_A	3
4FET_B	1
3BAL_A	1
5L2Z_H	77
3HLY_C	0
3E7W_A	8
1Y39_A	2
5WFD_B	9
3INV_A	168
4MC7_A	4
6BYT_B	2
2ZBU_A	1
1Q05_B	3
1K40_A	15
4A5U_A	2
4AHC_A	28
5NAY_E	8
3K5V_A	425
4BT9_B	11
1IO7_A	47
3GCL_A	34
1IHZ_A	235
1XLQ_A	2
4XI9_A	20
1RJY_A	511
2VO9_A	0
1YNH_B	2
2ONF_A	0
2Y2P_A	16
4JA4_A	3
2YMA_A	0
3ZQJ_A	16
2B0T_A	6
2W7U_A	8
2EQ7_A	47
4V8Q_BZ	105
2RIP_A	53
2ESK_A	39
4I3L_A	46
4BT6_A	2
4W75_A	270
1N4D_A	5
4XHT_B	1
1A5X_A	23
4QP5_A	7
5FIY_A	0
3KTI_A	39
4C12_A	3
2QNU_B	0
2IPM_A	9
2QHA_A	1
1WZA_A	13
4G7A_B	6
1WY9_A	1
2Q2M_A	51
5Y90_A	47
3LES_A	8
1SEQ_H	1371
4FFV_B	53
5G4E_A	19
5TWS_A	57
3YAS_A	22
2Q0L_A	17
3GU1_A	30
5CV0_A	1
2A97_A	16
3IL5_A	26
3JZ7_A	1
1M93_B	2
5HRC_A	5
1WAR_A	5
5G51_A	1
5AP4_A	59
5O41_A	132
1KJO_A	42
1NU9_A	172
3RV0_B	7
3E2B_A	13
3IQW_A	36
4FJ4_B	1
6EP3_B	0
5YXJ_A	66
4V5G_AZ	105
3ZF2_A	11
1ZDG_A	28
4CSP_A	85
6BWU_B	151
5D5U_B	12
2B0L_A	8
2PFS_A	1
2WQO_A	51
2ZOV_A	4
1V8H_A	0
3GUW_A	0
3EO6_A	0
5FLW_A	0
2D4Z_A	0
3EXU_A	27
2ZKC_A	19
4X43_B	41
1O2D_B	0
3PK7_D	34
3DJR_A	174
3WUI_A	32
3UDO_A	26
1CWQ_A	93
3ERS_X	0
3UTK_A	1
3MI9_A	179
3WKB_A	19
3GON_A	0
5J9H_A	8
2V15_G	3
5VZ4_B	0
4ZLH_B	0
4TNX_A	27
4R2S_A	32
4V2W_B	53
5AJA_A	3
2ZU0_A	0
3FD5_B	2
3HNJ_A	105
5CY3_A	515
2JEM_A	2
1Z21_A	0
4LB7_A	19
3T7F_A	10
2X9H_A	103
1E7R_A	6
5EFF_A	30
3V0H_B	12
5E5N_A	12
3ITM_B	18
3NBI_A	0
1PFB_A	1
4IKS_A	38
3PFZ_A	36
4GPC_A	43
5TG5_A	29
3TFE_A	9
1NB8_B	26
2VPX_A	2
5U10_B	19
4UJB_A	316
1XMN_B	171
4ZZZ_A	58
4K7J_A	2
3DWL_A	17
1O07_A	81
3HEQ_A	11
3QFB_A	41
4V3J_A	2
4HIQ_A	174
3SBL_A	94
3SEQ_A	5
2IIE_A	3
2RJY_A	16
2C61_B	7
5HZN_A	592
5AQ1_A	11
1PXD_A	26
4XAY_A	60
3T59_A	9
3S4T_A	5
1D6P_A	349
4J37_A	4
3KRK_B	30
2FN7_A	22
3EPX_A	15
5T5W_A	1
4V6H_1	6
5DUK_B	0
4XD5_A	60
5K6M_A	6
4ZQF_A	42
3I86_B	6
1SSH_A	2
5TB5_A	186
5O30_B	0
2FMP_A	137
3ETQ_A	20
1QKJ_A	8
4Z4E_A	30
4EG0_A	11
5KF9_A	7
1ACV_A	24
3TUR_A	28
4HQ1_A	0
4YNH_A	0
5TAO_A	3
3ZYH_A	13
5X7Y_B	2
3VI2_A	17
4ELK_D	145
5X08_H	1356
3HIZ_A	136
3ZWX_B	9
4AK1_A	1
3LEF_A	1
4GHC_C	29
3W8Q_A	41
3QSG_A	0
4WN5_A	8
2R8W_B	0
1F5A_A	2
1XI8_A	1
2R6K_A	46
4XWG_A	10
4I1F_A	9
4QVE_A	50
2GWO_C	5
4ITO_A	371
3H7Q_A	4
1TFK_A	2
4M5J_A	38
4MWI_A	5
2QF1_A	54
3Q26_A	221
2G5I_A	9
3BER_A	20
2Q6U_A	10
5FEW_A	15
4XEG_A	17
3RLK_A	1
1R6Z_Z	222
4NWZ_A	6
5KVL_H	1246
1Q7A_A	100
3UQ3_A	1
6BXI_A	51
1GD7_A	0
2CWX_A	7
2WMS_A	240
3Q86_A	22
4I60_A	33
1ZTX_H	543
1BQ9_A	13
3THE_A	56
2WPY_A	65
3C1M_B	6
3JTD_B	1
5TY5_B	8
5AY6_A	0
2HC2_A	35
5HPY_A	4
6BAN_B	645
4ORZ_B	6
3GOY_A	78
3KS7_D	3
3NJ8_A	73
5H87_A	45
5US8_A	4
5Y3N_A	211
1TB3_A	17
2YBU_A	20
3EPY_A	0
3R4M_A	205
5UGJ_C	7
3F4N_C	7
5DG5_A	682
3KAJ_A	2
4FCX_A	5
2PU1_A	37
2ANX_A	0
4OKU_A	1
4AEP_A	150
4D1L_D	4
1E1T_A	24
2HWY_B	0
2BE1_A	0
3WV7_A	2
1H2Q_P	10
1WTV_A	19
4PXT_A	1
1NJC_A	102
4Y2F_A	0
5P4E_A	411
3N4D_C	2
4IRM_A	2
4XY5_A	5
4DMI_B	1
2X7X_A	0
4TL4_B	174
3BCP_A	125
4Z8C_1D	43
5VI4_C	4
4QTO_A	21
5D5D_A	6
1L2C_A	25
2CER_A	17
1VRX_A	11
3G2M_A	3
1UCC_A	5
1RL8_A	374
3CHQ_A	50
4J6F_A	4
1ESZ_A	3
4BHU_C	0
2SBA_A	57
2IEF_A	2
2C4E_A	1
3HQ2_B	1
5KXH_A	11
2ES7_A	1
5M52_A	19
2GBJ_B	118
4BSA_A	40
1ZLX_A	15
2QQ7_A	204
3E49_A	2
4L9B_A	2
5HV1_A	6
4LNQ_A	11
4WYB_C	87
4MRN_A	36
3UDD_A	86
1VK4_A	7
4DVN_A	6
2F4E_A	1
4JHC_B	1
4EXG_A	222
1VFT_A	10
2D29_A	6
5AZO_A	6
4V7R_BC	2
1H7L_A	4
5KN7_B	1
5PMG_A	53
3B7N_A	4
1MUW_A	26
1U7T_A	13
2CDB_A	3
5CIW_B	18
5TZA_A	18
2VXT_H	1359
2BI0_A	0
3PP5_A	0
2PPB_D	71
2QKV_A	3
1K3V_A	14
2BQI_A	490
4B4J_A	338
2QFK_A	33
1QWS_A	54
5EVL_A	42
1FP7_A	8
2H9M_A	37
4ZCR_A	4
5DIY_A	0
3NIM_A	6
3L9V_A	1
4YHX_A	16
4NPK_A	2
6B4R_A	52
3FL5_A	120
5D0E_A	7
1B68_A	1
4CX8_A	4
3QXQ_A	3
5JNM_A	13
3CHD_A	8
4JHG_A	22
2J8H_A	2
1V1Q_B	6
5XSL_A	5
1QD6_C	5
3CMZ_A	103
2H16_D	20
3H9Q_A	5
4BPU_A	6
4NUX_A	0
4GUM_A	61
3TYB_A	30
5WWX_A	1
3UOD_A	146
1N8P_A	22
6BKX_C	47
2PSS_A	14
1F7L_A	3
4BD0_A	86
5HRS_A	67
3A0A_C	39
4EVQ_B	1
2JB3_A	3
4U3X_B	338
5XNE_A	0
3EEC_A	118
2B44_A	7
4P7K_A	58
3I0Y_A	1
4P8T_A	21
2E9A_A	32
5L2B_B	10
2C6Z_A	10
3EHC_B	0
3U3L_C	2
3URR_A	1
3LYG_A	0
1HBO_A	15
2Y3V_B	12
2IS4_A	5
2CVY_A	25
2HXQ_A	172
3NSJ_A	4
3TWG_B	0
3INP_A	1
2F1X_A	11
6B7M_A	2
3OR3_A	1
1US5_A	4
5EYC_A	682
3HT5_A	8
4K3V_A	7
2H6X_A	50
5IUA_A	115
3SZV_A	13
3ZDM_C	2
2POV_A	371
4IFJ_A	29
5T3I_A	270
2VQ3_A	1
5EU4_A	512
5AB4_A	3
4IL3_A	2
5Y18_A	2
5C1F_A	0
5WU6_A	5
1SHS_A	2
3D47_A	14
1MOK_A	2
1K1W_A	1
1A8B_A	45
3F2G_A	6
3N9O_A	18
4Y4K_A	92
5HDD_A	21
3TS2_B	5
2ZDV_H	171
5EGK_D	4
1MW5_A	0
4I20_A	456
1OSG_A	5
2D30_A	10
3CYP_C	7
3IPM_O	4
5TIC_B	8
2FSN_A	2
3O3W_F	1
1YNW_A	17
4OAR_A	110
4WMX_A	260
3ZOD_A	23
1Q15_A	1
4ERR_B	1
2RI8_A	2
3ZUO_A	3
5K86_A	39
4W5A_A	4
5D38_A	37
5TLX_A	224
3SUT_A	186
2I25_L	338
1G4P_B	7
2CZT_A	16
4WBR_D	1
2VMT_A	68
2QGN_A	3
1AXI_B	1
3WIO_B	23
4WAA_A	31
3V4A_A	110
4JFT_A	17
5KWM_A	15
1A27_A	10
5H8A_C	6
4HHW_A	64
3GGP_A	3
1E8O_B	5
2BES_C	5
1T7Q_A	13
2XA3_A	503
2YF3_C	12
4J1H_A	222
2A7W_A	0
4Z8Y_A	61
2QC7_A	2
3PJF_A	61
3BFW_A	3
4WBJ_B	1
1K5N_A	506
4L78_A	154
3HJ6_A	0
2AMP_A	13
3E2K_A	66
5KR3_A	14
3HE4_A	0
1E7P_A	18
5C1T_B	13
4NAU_B	13
3ALU_A	1
4H8J_A	208
3RWB_A	12
2GAM_C	2
5YS3_A	1
3QVM_B	0
1C9I_A	9
5EHE_A	371
3T2T_A	24
4CKB_D	3
3EV4_A	126
1U6L_A	0
1O8Q_A	11
2BY4_A	60
3MXX_A	48
4WYM_A	76
2GMQ_A	0
4JN8_A	8
2X50_B	69
4P4K_D	99
4AIP_A	2
6EZA_A	4
2FBX_A	2
5T4T_A	20
5W2Q_A	8
5LHV_A	40
4RCT_A	2
2YNU_A	11
4QSF_A	2
4U85_A	40
3VQK_A	7
4EGT_A	2
5I7D_A	2
2E7T_B	34
3EKR_B	205
6ENW_A	103
4BNQ_A	1
4YYT_A	371
3T51_A	10
2E2T_A	26
2QCI_A	373
3KA3_A	96
5B5W_A	12
4LK9_A	8
5MWY_A	111
3OCF_A	18
4XPY_A	3
4S0S_A	22
1KB2_A	17
4JD5_A	39
2F99_D	1
5H6T_B	198
3BCB_A	5
1WM0_X	169
3O8G_A	28
4GAZ_A	16
1OZA_A	20
4W8X_A	1
3PKM_A	1
5J26_A	7
3FTD_A	3
5J5G_B	36
3EN8_A	0
3UNT_A	118
4R74_B	3
2W03_A	4
5BT4_A	164
3MRS_A	5
2PUI_A	6
3HEC_A	374
5TOA_B	225
3M8P_A	165
1Z0P_A	0
4UZQ_A	11
4D13_A	43
1R6A_A	55
4ROF_A	2
4LPS_A	9
5XKA_A	4
3S2W_A	0
5JXK_A	13
4R94_A	1
3MYV_A	1
3TUO_A	1
4YDF_A	317
6AVG_F	506
3L3V_A	67
2V4Z_A	79
5JTA_A	3
1KU1_A	157
4X2P_A	5
6ENO_A	0
3ML6_A	15
2X6O_A	40
2QQP_G	0
6AZ5_A	0
4M8O_A	2
5DZV_A	16
3WA7_A	6
4Z8G_A	4
5MTM_A	28
2O5I_D	71
5HZX_A	23
1IJ2_B	53
1ZDM_A	42
2FSS_A	13
2ZS0_D	2
3FAU_B	0
4AEK_A	6
4XD8_A	209
1QX2_A	3
3UC4_A	13
4R7Y_A	3
4Z4L_A	7
3HOG_A	8
4QF1_A	1432
3AIN_A	15
4ZHJ_A	2
5L3C_A	42
3EL4_A	373
1B0J_A	4
3AFI_B	23
2HTD_B	0
5TSV_A	76
5YCP_A	169
4WEG_A	48
2RD9_B	34
4NV1_E	5
3WJP_A	7
1LM4_A	42
4WJQ_A	2
4ID3_A	1
4V37_A	63
1HV0_A	27
3VYN_B	28
2O2Y_C	25
4PA5_A	1
5XAT_A	3
3U3S_A	1
2ZI9_A	40
4GFT_B	682
2O84_X	53
5HZL_B	0
1FQ9_C	14
3AU3_A	13
2J0M_A	8
5GW8_B	4
3RNL_A	0
3BTO_A	55
4PMT_A	132
5W57_A	2
3OMM_A	66
3IJL_A	2
6BW8_B	46
3NDA_A	3
3EA6_A	2
1KBL_A	10
5KS8_C	17
4AUN_A	62
3EJC_A	5
2EIU_E	1
4IK6_A	174
3C13_A	120
3OD1_A	0
4Q8K_A	2
2A7R_D	2
4CSI_B	57
4R3B_A	108
1FNJ_A	2
4HJJ_H	1274
4DOL_A	0
3PPF_A	24
3PEB_A	3
3MAW_A	3
1PAH_A	28
2F9L_A	83
6BFE_A	222
2VQC_A	0
5YOG_A	16
4OEM_A	5
3EHN_A	0
1XQM_A	124
3WXC_A	62
3MYB_A	3
3TUA_A	1
5GJI_A	1
3BWX_A	0
2BRI_A	6
2VU9_A	36
4J2Q_A	14
2HU4_A	68
2DWP_A	12
2V6I_A	35
3MNX_A	130
4YCI_A	1
3C5I_C	2
4BJ8_O	0
5NHB_A	18
5YYP_A	54
3TSJ_A	12
1R95_A	1
3BGW_A	8
1EYY_A	3
6BB1_A	38
1FHN_A	174
5AM9_A	67
2I47_A	18
2ZTE_A	3
1WCH_A	118
1KO6_A	3
4USK_A	4
1UIZ_A	1
3G9Z_A	12
3L5H_A	5
4FUD_A	357
4IP0_A	40
4MLG_G	4
3OE9_A	247
3QLT_A	4
2FWI_B	40
5VOO_A	2
5NZX_A	5
5P5F_A	411
3MQL_A	1
2ZE7_A	3
5DCU_A	12
4D1G_B	4
5YAG_A	1
5BRR_I	18
4KZY_g	5
4B30_B	8
3IDZ_A	9
3NH8_A	10
5VN9_A	82
4C2Y_A	36
1FF0_C	374
4MA3_A	122
4Q4G_X	9
2O4U_X	3
2WIT_A	7
4NST_A	200
4YE2_A	0
3UI0_A	40
1S69_A	4
4I23_A	459
4GN5_C	338
2EGI_A	2
5OCW_B	52
3Q03_B	18
4XIF_A	20
3L1O_H	1169
4Q3Y_A	13
4V8X_BD	52
6BYZ_A	36
2DFU_A	3
4LFU_A	4
3VU1_A	7
5YMS_A	11
6BEB_C	24
5YGV_B	28
4CNU_A	27
5MAN_B	4
1BVL_A	639
3FRS_A	1
4G8N_A	82
6BWL_A	15
3AL5_B	1
1SRQ_A	1
1VYF_A	1
2IA7_A	0
1UGU_A	21
3NSX_A	7
4PQC_A	132
3CET_B	1
4H4A_A	3
4PD2_A	24
4WYF_A	27
1S0H_B	151
1OVL_E	19
5LHS_A	169
4QNZ_A	28
3APM_A	36
3NOW_A	3
3UB7_B	3
1QLB_A	18
1KO0_A	2
3UBF_A	1
4GC7_A	47
5OSQ_A	221
6EXT_A	2
3A4Z_A	38
2W27_A	1
5CMU_A	62
2Y8W_A	5
3NAD_A	4
6BIA_B	3
3VC6_A	8
2CC3_A	0
4FGP_A	3
4YO5_A	0
1ZDW_A	1
1G5B_B	0
1N2O_B	56
1QQG_B	1
5F6Z_A	2
4G3U_A	21
1E54_A	1
4M46_A	23
4NRE_A	0
3KGY_A	0
3GBY_A	0
3A1B_A	8
5KO7_A	2
5UQT_A	10
4X3M_A	2
1WV9_A	0
2PL7_A	6
1OQW_A	5
4LNB_B	37
5UBL_A	7
5UGB_A	459
3TTV_A	51
4EUY_A	0
4RQ0_A	137
5OCI_A	205
1LF1_A	20
4FYD_A	8
3B09_A	0
5X79_A	32
5MER_A	512
4Z0L_A	30
4PG7_A	5
3FL7_A	19
3WPP_A	23
1SDO_A	2
4FV2_A	328
2PQI_A	2
3Q4F_A	5
3ODW_A	8
4AEQ_A	1
3KSP_A	0
1F2N_C	0
3L5W_H	1471
3VW9_A	8
3KLX_B	4
6EUA_A	1
2PN5_A	6
4CO6_A	1
1GSM_A	3
1FO2_A	7
2F4M_A	8
5CTP_B	120
3ZH4_A	37
1ZKZ_A	9
5ETS_A	30
5IIH_A	67
3FYT_L	13
1BR2_A	103
3T8I_A	0
5NYK_A	4
1HX6_B	1
5HL6_B	3
4QDZ_A	16
3VS4_A	281
2Q9U_A	0
2OG6_A	10
4A9I_B	195
6AXF_M	2
1YR0_A	6
3VZ1_A	2
1GWJ_A	85
1H9S_A	4
1N7R_A	11
5L0J_A	10
1E7Y_A	9
2WDV_A	55
5IKN_A	10
1OXD_A	270
5JDF_A	12
5L8A_A	3
4ZIM_B	133
3POO_A	316
5ERN_A	1
3GR7_A	11
5ECY_A	4
5CM3_A	3
2E9B_A	4
1LQS_R	3
5FFO_A	16
4O1E_A	2
2GOM_A	0
2BJI_A	7
4YH3_A	164
5VXF_A	22
4K0X_A	29
4EO1_A	0
2IHJ_A	12
3B6L_A	338
2WB0_X	2
2FUV_A	2
1Z4O_A	19
2OLP_A	4
4K6X_A	3
2MAS_A	7
4BNK_C	93
2QOI_A	460
2Y5W_A	35
4J91_A	5
5Y5O_A	2
1F6H_A	132
5AAC_A	195
4QH6_A	76
6AT4_A	18
3V01_A	41
4PH4_B	76
3IFE_A	5
2O8G_A	32
5YPE_A	8
4QBC_B	96
4U0B_A	76
4N5G_B	49
3NWJ_A	0
4DPX_A	14
4AH6_A	8
5GJB_A	27
2DV4_A	81
5HE5_A	222
5KHD_R	3
1C0L_A	2
1P4T_A	0
3A1G_A	5
3PHG_A	11
4G8B_A	5
5FBY_A	2
5H5J_A	16
5V58_A	26
5D8R_A	31
4JMV_A	67
4ORS_B	16
4J0R_A	164
4X1T_A	1
3HLD_A	216
2VLZ_A	183
4BV7_A	11
5UZQ_A	12
4EEC_A	5
3KFB_A	14
6AWU_A	31
1KSW_A	305
2FO5_A	32
4G43_A	245
4L7T_A	1
3D6H_A	27
5LP5_A	1
5HFM_A	62
3X2Q_A	20
4NWC_A	82
3ZUM_M	37
3QR1_A	9
4HJ5_A	11
3I9X_A	0
3OW6_A	205
2FKC_A	4
3GF4_A	7
4NKO_B	642
1RXS_A	40
5TU7_A	6
3I4O_A	0
2OB1_A	6
2QEI_A	45
3WY8_A	1
1DVE_A	50
3GHV_A	66
1XUH_A	400
3TK3_A	57
3JS9_A	37
3V84_A	54
1BUE_A	93
3R0N_A	11
2JCO_A	132
4JUU_A	5
1MDW_A	16
4UZA_A	11
1QSD_A	0
5XM6_A	8
2HEO_A	1
3WDE_A	9
1ODO_A	23
1K4N_A	0
3BPK_B	0
3RV2_A	20
3CJE_A	0
3U6A_C	222
5JNN_A	22
1DI6_A	9
5MKT_A	73
3PNZ_A	0
3BGA_A	1
3K2E_B	53
5T3N_A	4
3Q8X_B	0
2UXE_A	4
4HSE_A	15
5CP7_A	133
4MBP_A	231
4WFW_A	0
1S78_B	27
5EOV_A	2
2OH1_A	0
3F5C_A	21
6BSR_A	16
3K4M_B	28
3AEV_B	1
3MUS_B	17
5E9S_A	25
4TW9_B	56
2Q6R_B	169
4HAQ_A	36
1QYX_A	4
3N54_B	0
1F4J_C	56
3BEV_A	245
3GJ5_A	18
1A8P_A	8
3MOM_B	18
1VR0_C	0
3PE5_A	0
5TV3_G	6
4WK6_B	101
1QFH_A	2
1A9R_A	77
3TX6_A	8
2NVF_A	5
4YOS_A	2
3AE5_A	26
4OQG_A	103
2X77_B	27
1KP0_A	0
4BWW_A	74
4QPX_A	21
5JDU_B	171
5GTL_A	59
4XB3_A	37
4CJX_A	14
4UUW_A	4
1Z83_A	11
5T9G_A	3
4G5G_A	85
5DI0_A	3
4IXM_A	2
2B54_A	238
2GHI_A	17
4I7A_D	0
4KM2_A	10
2YGE_A	241
3MLU_H	1219
5D9G_A	1
1L9K_A	55
4CY5_A	51
5MU9_A	5
5EPG_A	24
5D39_A	3
2E21_A	2
3DJF_B	55
5NFE_A	174
2YS7_A	10
4J32_A	5
4S1G_B	56
1QA7_B	3
1G0W_A	37
4LAF_A	13
5AKV_A	174
5GIZ_A	2
4QJ3_B	7
4CO9_A	4
5G3Z_A	51
2XRB_A	1
3DXQ_A	0
4PPR_A	3
1CP2_A	8
3P73_A	9
1KJY_A	70
5NR9_B	101
5CPN_A	13
3TJJ_A	52
5CA8_A	4
1VRR_A	2
4N12_A	37
5IKT_A	30
3U06_B	58
4KSZ_A	34
4NEC_A	10
4B6Q_A	40
3ZHU_A	17
3H9F_A	41
1S7I_A	0
1Q9W_B	1425
3RCD_A	456
4J3Z_D	5
5FQE_A	0
2FDR_A	1
5TRB_A	0
2I21_A	82
1QX7_B	116
2DWA_A	57
5VUB_B	90
3O69_A	3
5WDF_H	1341
5VRD_D	1
1XJK_A	9
4ZMN_A	12
2C95_A	18
2QA7_C	1
1KQ1_H	5
2EFS_A	46
1V8O_H	1
5V5R_A	33
5KCA_A	13
2FV5_A	18
3BMC_A	23
2F6S_A	14
3OVK_A	0
1HA0_A	79
5VG7_A	10
6BSN_A	24
4KTD_H	1201
3KE1_A	42
3BHS_A	2
3OT7_A	71
2VBP_A	16
2DXQ_A	0
4J1G_A	4
5CQ2_A	3
2ION_A	3
5LYE_A	0
5LP7_A	39
2DG0_A	2
2YVH_B	3
4FRM_A	115
3FK6_A	12
5GJ9_A	3
2IK2_A	16
1KCA_A	4
5UBM_A	60
3H4M_A	52
3FCY_A	13
5JIN_A	24
5VVD_B	114
3JS1_A	43
5IGI_A	6
2HBL_A	6
3TF0_B	15
1WU5_A	12
5J9I_C	0
4GBN_D	104
4PJT_A	45
1BT0_A	1
4I8P_A	61
5XSZ_A	249
5HWP_A	3
2EWK_A	8
2G0J_C	1
5J3X_A	25
1SD4_A	5
4RI2_A	1
4DXO_A	117
1I0Z_A	39
4J1W_A	3
1R30_B	0
4GU1_A	21
5JYO_A	30
5D7F_A	33
5A05_A	7
5MTZ_A	0
2CIB_A	16
4LY0_B	6
2CY5_A	1
3IUW_B	0
4IEJ_A	1
1AZD_A	95
5C0Z_A	32
5W48_A	4
3U44_A	3
4Z0V_A	2
3RJZ_A	3
4KBX_A	0
3HJT_A	3
5SV4_B	656
2EC0_A	29
3K7B_B	0
5U6V_A	61
6F8N_B	8
3ZE6_B	29
4TSL_A	12
1LRK_A	8
5VLX_A	33
5CDE_A	4
5UJ4_A	66
5LOL_A	8
1G5Z_A	2
2RHH_A	43
4B0Z_A	0
1UO1_B	30
2WMZ_A	6
3K2Z_A	1
4V45_A	34
5XHH_A	2
3MOQ_A	7
1RTW_B	0
3LGE_A	42
3EUD_A	0
1GZ3_A	16
4EHX_A	6
4HU2_A	27
1T2H_A	16
5UKK_A	68
3CT6_A	0
2X1V_A	200
1Y1Z_A	28
2XY9_A	52
3EHR_B	2
3L5D_A	222
3EAU_A	4
5JSG_A	8
2WL6_A	50
4PHB_A	1
6BR9_A	1
5OG0_A	13
3GT2_A	4
